label,content
2,롯데닷컴 배송흐름은 어떻게 되나요?
1,마이크 3개가 기존 2개에 비해 무엇이 다른지요 ?
1,V35의 Sidelight 기능은 무엇인가요.
2,공인인증서를 발급 받으려면 어떻게 해야 하나요?
3,국내선 항공요금안내
3,현지에서 옵션 가격 지불할 때 카드를 사용할 수 있나요? 현금으로 지불해야 한다면 현지통화를 준비해야 하는건지 달러로 지불하여야 하는건지 궁금합니다.
2,아이디를 잊어버린 경우 어떻게 확인 하나요?
3,[투어마일리지] 투어마일리지란 무엇인가요?
1,슬로모션 촬영 영상 포토(Google)앱에서 슬로모션 재생이 안되는 경우
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
2,상품을 직접 방문하여 수령할 수는 없나요?
1,에어컨을 만지면 전기가 흘러요.
2,배송중인 상품의 위치는 어떻게 확인하나요?
1,카메라앨범잠금 설정및 해제방법이 궁금합니다.
0,확정급여형(DB)과 확정기여형(DC) 제도의 차이점은 무엇인가요?
3,[여권/마일리지/체류지 정보] 여권/마일리지/체류지 일반적인 답변
1,스마트/와이파이 모듈을 구입했는데 어디에 꽂나요.
3,[인보이스] 인보이스관련 문의 답변
1,액정이 깨져 화면 터치가 안되나요?
3,POOL VIEW가 어떤 객실가요?
3,단수여권 소지 고객님은 중국 심천 입국시 주의해주세요!
0,한 회사에서 근로자가 DB제도와 DC제도 중 선택할 수는 없습니까?
2,주문한 상품은 언제쯤 받을 수 있나요?
3,여행 다녀와서 하나투어마일리지클럽 회원 가입해도 하나투어마일리지 적립 받을 수 있나요?
0,예정이율이란?
3,[일본] JR패스를 발권 받고 싶습니다만 수령할 시간이 없는데 현지에서 발급되나요?
2,배송이 지연되는 사유가 무엇인가요?
3,[일본] JR 레일패스의 구입 자격조건은 어떠한가요?
2,주문한 상품은 언제쯤 받을 수 있나요?
1,기프트팩 앱(기본 앱) 설치는 어떻게 하나요.
1,전원이 켜지지 않아요.
3,예약 시 출.도착 스케줄은 어느나라 시간인가요?
1,[아이폰] 업데이트 후 스마트 씽큐 로그인이 안될 경우
0,하나의 사업장에서 여러 제도를 동시에 시행할 수 있나요?
3,[수화물/동승자][기타] 2살 미만의 유아가 기내의 아기 바구니 사용가능한가요?
2,주문한 상품은 언제쯤 받을 수 있나요?
0,퇴직보험금 청구에는 어떤 방법들이 있나요?
2,주문하지 않은 물건이 발송되었다고 문자메시지가 옵니다. 어떻게 해야 하나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,주문한 상품은 언제쯤 받을 수 있나요?
1,실외기는 눈 / 비를 맞아도 되나요.
2,배송이 지연되는 사유가 무엇인가요?
2,상품별 배송비에 대해 자세히 알고 싶어요.
0,금일 오전에 퇴직급여 신청을 하였습니다. 언제 지급이 됩니까?
0,과거분까지 퇴직연금제도를 적용하려면 부담이 너무 크지 않습니까?
1,에어컨의 토출구가 올라가지 않아요. 날개가 열리지 않아요.
1,투인원 벽걸이만 냉기가 나오지 않아요.
2,휴일에도 상품을 받을수 있나요?
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
3,알짜항공권 출발미확정. TAX미확정이면 어떻게 하나요?
1,에어컨 공기청정기 냄새 및 먼지 센서 동작이 안되는 것 같아요.
0,신탁계약 만기일에 출금은 어떻게 합니까?
0,적립식 펀드에 대해 알고 싶습니다.
0,보험금청구서는 왜 보험대상자가 작성해야합니까? 방문하는사람이 작성하면 안됩니까?
1,V35의 Google Lens 기능을 알려주세요.
3,[지중해&유럽] 유럽에서 다양한 국가를 방문하는데 국경 통과마다 입국심사를 하나요?
0,보험료의 납입을 일시적으로 중단할 수 있는지요?
0,회사에 지문정보가 저장되나요?
0,부활보험료를 카드로 납입할 수 있습니까?
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
1,스마트 배터리 기능은 무엇인가요?
3,패키지 상품으로 여행을 갈때 현지 가이드를 지정하고 출발할 수 있나요?
3,취소/변경 절차는 어떻게 되나요?
0,보안카드(또는 OTP카드)를 발급 받았는데요  변액보험 펀드변경은 어떻게 하나요?
2,체크(직불)카드로 주문/결제 후 반품했는데 환불은 언제되나요?
3,[수화물/동승자][기타] 어린이 혼자 비행기 탑승이 가능한가요?
3,해외출발 항공권도 예약 가능한가요?
1,메모리 사용량을 알고 싶어요.
1,[폭염] 갑자기 냉기가 약해졌어요. 냉기가 안 나와요
3,[중동] 이스라엘 입국 시 다른 중동지역 국가 입국에 제한을 받지 않나요?
3,서비스 수수료는 무엇인가요?
0,해지(해약) 절차를 안내해 주십시오.
3,인솔자 동행 미정이라고 되어있는데 몇 명부터 동행인가요?
0,퇴직연금제도가 도입되면  현행 퇴직금 제도는 없어지는 건가요?
0,내가 가입한 연금계약의 예상 연금액이 궁금한데 어디서 확인할 수 있나요?
0,퇴직급여를 연금으로 받고 싶은데 연금수급요건을 충족하지 못한다고 합니다.
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
0,기업체가 부도후 퇴직금청구서 작성시 명판 및 인감은 ...
3,현지에서 항공권 분실시 재발권이 가능한가요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
0,노사합의와 의견청취는 무엇입니까?
0,인터넷전용보험(다이렉트보험)과 일반(방문판매용)보험의 차이점은 무엇인가요?
1,스탠드 에어컨 난방이 약한가요
1,G5 고속충전 기능을 지원하나요.
0,아이디 또는 비밀번호가 생각나지 않습니다.
2,취소요청한 상품이 발송되었다는 문자메시지가 왔습니다. 왜 그런가요?
1,실외기에 바람막이 / 가이드를 설치하고 싶어요.
0,휴대폰 인증서비스란 무엇입니까?
1,iOS 휴대폰에서 G5로 데이터 이동은 어떻게 하나요?
1,에어컨에서 물 흐르는 소리가 나요.
2,롯데닷컴 배송흐름은 어떻게 되나요?
1,휴대폰 발열이 있어요
1,임피던스가 높거나 낮다는건 어떤 의미인가요?
3,예약조회를 하고싶습니다.
2,비회원도 주문정보를 확인할 수 있나요?
1,냉방은 되는데 배수 호스에서 물이 나오지 않아요.
0,홈페이지를 통해 아파트 담보대출(스마트 모기지론)을 신청하려면 회원가입조건은?
2,취소/반품했는데 신용카드 청구서에 금액이 청구되었어요.
0,외국에서 사고가 났어요 보장가능합니까?
1,G7의 화면 밝기를 100%보다 더 밝게 설정하고 싶어요.
0,사고 보험금 방문지급 서비스 제도 입니다.
2,롯데닷컴 배송흐름은 어떻게 되나요?
0,적립식으로 가입한 상품의 저축기간을 연장할 수 있나요?
0,개인퇴직연금 가입자는 어떻게 로그인 합니까?
0,변액보험 펀드선택에 관해 추천받고 싶습니다.
1,휴대폰이 꺼진 채로 충전하면 자동으로 전원이 켜져요.
3,탑승자 변경 가능한가요?
3,여행동반자의 하나투어마일리지를 한 사람에게 모을 수 있나요?
1,[G5] 통화 또는 데이터 서비스가 잘 안되면 어떻게 하나요.
3,체크인 & 체크아웃 시간이 어떻게 되나요?
3,일반석운임과 특가운임의 차이점은 무엇인가요?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
0,정상이자와 상환이자는 어떻게 다릅니까?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,갑자기 에어컨에서 불쾌한 냄새가 나요.
3,[기타] 유효기간은 연장할 수 있나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
2,주문한 상품은 언제쯤 받을 수 있나요?
1,[난방] 가동 중 멈추고 예열 또는 제상 표시가 나타나요.
3,현금 영수증 발행 가능한가요?
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
3,결제를 했는데 현지에서 또 지불 할 게 있나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
1,[G6] 휴대폰을 다시 시작(리셋)하는 방법이 궁금해요.
2,롯데닷컴 배송흐름은 어떻게 되나요?
0,운용관리계약을 복수로 체결할 수 있습니까?
1,특정 전화번호만 수신이 되지 않아요.
3,미성년자인데 콘도이용이 가능한가요?
1,해외 휴대폰으로 국내 이동통신사 개통이 가능한가요?
2,주문한 상품의 내용물 (사은품/증정품/부속품)이 일부 빠진 채 배송되었어요.
2,휴일에도 상품을 받을수 있나요?
0,퇴직보험 운영시 추계액이 필요한 이유는 무엇입니까?
3,[발권]국제선 항공료에 1개월짜리 3개월짜리 15일짜리 등의 운임이 있던데 차이가 무엇인가요?
3,객실을 미리 배정 받고 싶은데 가능한가요?
1,에어컨 코드가 뜨거워요.
1,에어컨 부품을 택배로 받아볼 수 있나요.
3,예약을 변경/취소 하고 싶습니다
0,금일 상품(펀드)변경을 했습니다. 적용은 실시간으로 되는 것입니까? 완료 일정은 어떻게 됩니까?
1,에어컨에서 고주파음이 나요.(삐~)
1,일반폰 사용 중  멈췄나요.
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
1,메세지 스팸 설정은 어떻게 하나요?
3,[일본][규슈] 산큐패스의 구입 자격조건은 어떠한가요?
2,회수된 상품의 반송장번호를 분실했을 경우 확인이 가능한 다른 방법은 없나요?
1,실내기 버튼을 눌러도 표시창이 켜지지 않아요.
2,롯데닷컴 배송흐름은 어떻게 되나요?
2,전화로도 주문할 수 있나요?
0,「나의 계약」 세부 메뉴별 이용시간 안내
1,음성을 녹음한 장소나 일정 정보를 메모하고 싶어요.
1,G7 상태표시줄에 표시된 알림 아이콘을 숨기고 싶어요.
0,신탁상품은 예금자보호 대상입니까?
0,보험금청구는 어떻게 합니까?
0,거래내역조회시 '분배금지급' 이라고 조회되는 것은 무엇인가요?
1,스탠드 에어컨 난방이 약한가요
3,군 미필자입니다. 해외여행 갈 수 있습니까?
3,취소되었는지 확인해 주세요?
1,최근 구입한 제품인데 냄새가 나요.
0,타사에 실손의료보험이 중복가입 되어 있습니다. 보험금 청구를 하려고 하는데 당사에만 청구하여도 되나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
0,오래전에 가입한 것 같은데 아이디가 없다고 나옵니다.
2,주문한 상품은 언제쯤 받을 수 있나요?
3,조식은 모두 포함인가요?
1,국내에서 구입한 에어컨을 해외에서 사용해도 되나요.
3,패키지여행이란 무엇인가요?
2,배송이 지연되는 사유가 무엇인가요?
0,고객사랑서비스 대상자에 선정되어 SMS로 서비스신청번호를 받았는데 분실했습니다. 어떻게 신청할 수 있습니까?
1,(난방) 실외기에 성에가 껴요.
0,부활시에도 자필서명이 필요합니까?
0,10인 미만 기업에서 퇴직연금을 도입할 때  IRA 기업형과 DC제도의 차이점은 무엇입니까?
1,G7 상태표시줄에 표시된 알림 아이콘을 숨기고 싶어요.
2,반품 시 택배사 이용 방법에 대해 자세히 알고 싶어요.
1,비디오 전문가 모드로 촬영 시 마이크 설정은 어떻게 하나요?
0,암 진단자금 및 수술급여금을 받은 후 암이 추가 발병한 경우?
0,리얼타임으로 보험료 납입해도 보험료 할인이 있습니까?
1,OTG 기능에 대해 알고 싶어요.
0,보험증권(보험가입증서) 재발행 신청 방법 입니다.
3,예약후 예약확인서를 받지 못했습니다.
2,휴면회원이 뭐예요? 그리고 해제방법이 어떻게 되나요?
0,피보험단체에서 단체에 소속된 자의 전부란 무슨 의미입니까?
3,유류할증료가 무엇인가요?
3,카드결제 취소를 했는데 내역은 어디서 확인하면 되나요?
2,상품을 직접 방문하여 수령할 수는 없나요?
1,투인원(2in1) 에어컨의 분해 청소가 가능한가요.
2,배송중인 상품의 위치는 어떻게 확인하나요?
1,스탠드 에어컨 시운전 방법
0,기존의 계약을 해지하지 않고 계약을 전환이 가능한지요?
3,세 명이 여행할 경우 함께 방을 쓸 수 있나요? 아니면 방을 두개 써야 하나요?
3,객실 이용 팁&에티켓
2,롯데닷컴 배송흐름은 어떻게 되나요?
3,임산부를 위한 항공 탑승 규정
1,투인원에어컨을 동시에 가동하면 능력이 떨어지나요.
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
0,삼성생명에서도 펀드를 가입할 수 있습니까?
3,항공권 현금결제 하고싶어요.계좌번호는 어떻게 되죠?
3,당일 투숙 예약은 가능한가요? 가능하면 몇시까지 가능한가요?
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
3,애완동물 동반시 필요한 서류가 있나요?
3,신용카드 결제후. 다른카드로 변경할수 있나요?
0,기존 공인인증서(암호입력 방식)로 로그인한 경우 지문인증으로 보험 거래를 할 수 있나요?
0,대출만기가 되었는데  만기연장이 가능한가요?
3,신용카드 결제후 다른카드로 변경할수 있나요?
1,휴대폰 화면을 케이블 없이 TV에서 볼 수 있나요.
0,금융거래회원과 웹회원의 차이점은 무엇인가요?
2,상품을 직접 방문하여 수령할 수는 없나요?
3,리조트 객실 용어사전
3,직항과 경유는 어떻게 다른 건가요?
3,[일본][규슈] 산큐패스란 무엇인가요?
3,렌터카 투어마일리지 적립및 결제가 가능한가요?
1,더욱 다양한 카메라 모드를 이용하고 싶어요.
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,상품을 직접 방문하여 수령할 수는 없나요?
2,배송이 지연되는 사유가 무엇인가요?
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,주문한 상품은 언제쯤 받을 수 있나요?
0,제도도입 후에 DC 부담금 또는 DB 퇴직급여 수준을 변경할 수 있습니까?
0,보험료는 언제까지 납입해야 합니까?
1,G6 휴대폰에 물이 들어갔어요.
1,V35  G7의 전화 수신 시 플래시 기능을 알려주세요.
1,SD 카드 인식이 잘 안되고 촬영한 사진이 깨져서 보여요.
1,에어컨에 코드가 없어요. 코드가 잘렸어요.
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
2,배송이 지연되는 사유가 무엇인가요?
3,출발과 도착지를 변경하고 싶은데 어떻게 해야되나요?
0,방카슈랑스 제도에 대해 알려 주십시오.
3,[지중해&유럽] 한국의 전자제품을 가져가 사용할 수 있나요?
0,거래 비밀번호가 기억나지 않습니다.
0,퇴직연금제도가 도입되면 퇴직보험은 어떻게 됩니까?
0,계약자를 바꾸고 싶습니다. 계약자 변경 절차를 알려 주십시오.
0,MY삼성생명에서 보험료 납입방법을 알려주십시오.
2,주문한 상품은 설치가 필요한 상품입니다. 설치는 언제 되나요?
2,배송이 지연되는 사유가 무엇인가요?
1,에어컨 부품을 택배로 받아볼 수 있나요.
1,버튼을 눌러도 동작하지 않아요.(공기청정 좌우바람 먼지상태 습도 등)
0,인터넷에서 펀드 신규가입 및 매수/환매등 이용시간은 어떻게 되나요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
0,개인연금 계약이전 이란 무엇이며  어떻게 처리됩니까?
3,취소는 어떻게 해야되나요?
0,근로자가 사용자의 납부에 더하여 추가로 부담할 수 있나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
3,예약이 대기로 되어있습니다. 언제 확정이 될까요?
1,에어컨 가스는 얼마 만에 한 번씩 주입하나요. 가스 넣을 때가 된 것 같아요.
3,카드영수증은 어디서 출력 할수 있어요?
3,패키지여행이 끝나고 현지에서 돌아오는 날짜를 변경할수있나요?
3,하와이도 비자가 필요한가요?
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
0,확정급여형 퇴직연금에 있어서 사용자가 매년 적립해야 할 의무금액은 얼마인가요?
2,배송비를 미리 지불했는데 택배 기사가 또 배송비를 요구하였습니다. 어떻게 해야 하나요?
0,치아를 발치하고 임플란트를 하기 위해서는 치아골이식도 해야 한다고 합니다. 이 경우 실손보장이 가능한가요?
3,국내선 항공티켓은 어디서 받을 수 있나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
0,보험대상자 사망시 수익자가 미지정된경우(법정상속인) 상속순위가 어떻게 되는지요?
2,휴일에도 상품을 받을수 있나요?
3,항공권 예약 후 취소하면 취소 수수료가 발생하나요?
3,결제를 호텔에서 해도 되나요?
3,원래 일정보다 빨리 돌아오게 됐는데 남은 기간의 객실요금 환불되나요?
1,필터의 교체시기/구입방법이 궁금해요.
0,퇴직보험에 가입했다면 신규입사자도 퇴직보험에 가입할 수 있습니까?
0,선취판매수수료에 대해 현금영수증으로 발급 받을 수 있나요?
1,G6 카메라 일반 모드에서 화면 노출을 조절하려면 어떻게 하나요.
1,V35 G7 Q링크 기능은 무엇인가요.
2,배송이 지연되는 사유가 무엇인가요?
3,[중동] 환전은 어떻게 얼마나 해야 할까요?
3,상품 검색을 어떻게 해야 하나요?
3,현지에서 다급하면 어디로 연락하면 되나요?
1,냉기가 안나올때 냄새가 심해져요. 송풍으로 사용 시 냄새가 나요.
0,연금으로 선택할 수 있는 자격요건이 있나요?
1,PIN코드/PUK코드를 입력 하세요 라는 창이 뜨나요.
1,에어컨 내부청소는 어떻게 하나요.(열교환기가 상부에 있는 모델)
1,OTG 젠더를 사용해서 신규 휴대폰으로 데이터 이동은 어떻게 하나요.
3,정확한 비행시간이 궁금합니다.
1,내장형 배터리와 방수기능 적용으로 발열에 안전한가요.
1,(난방) 실외기에 성에가 껴요.
1,휴대폰에 물기나 이물질이 들어갔어요.
0,「나의 계약」 장애시 조치방법 안내(보안프로그램 설치)
0,생보사에 가입시 은행보다 유리한 점은 무엇입니까?
0,부활시에도 자필서명이 필요합니까?
1,Smart ThinQ/ 와이파이 모듈은 어떻게 등록하나요.
0,신설법인등 종업원 근속년수가 1년미만이라 퇴직금발생분이...
1,에어컨에서 물이 떨어져요.
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
0,질병으로 입원시 '진료비세부내역서'를 추가로 첨부하라고 하는데  진료비세부내역서가 무엇인가?
0,보험계약대출 절차 및 서류 안내 입니다.
3,[대기예약문의] 대기 마감은 어떤 상태인가요?
0,전화로/사이버 신용대출을 원리금 균등상환형으로 신청했는데  이자만 빠진 이유가 무엇입니까?
3,카드결제한 금액의 승인을 취소하고 싶은데요?
1,필터 청소는 어떻게 하나요
0,2011년 이후에도 퇴직보험계약을 유지하고 있으면 적립금은 어떻게 됩니까?
3,트윈베드로 신청했는데 잘 신청되어 있나요?
0,보험료 합산 자동이체 안내 입니다.
0,「나의 계약」 간편조회 이용 안내
0,공인인증서 비밀번호 입력 후 화면이 진행이 되지 않습니다.
1,LG 캠 플러스는 무엇인가요?
0,사이버신용대출금은 어느계좌로  언제쯤 입금 됩니까?
1,V35 G7 V30 Q보이스 사용 방법을 알고 싶어요.
2,휴대폰 결제 방법은 어떻게 되나요?
0,자동재배분이란 무엇입니까?
1,에어컨을 가동해도 냉기도 없고 배수 호스에서 물도 안 나와요.
2,고객부담배송비란 무엇인가요?
0,근로자의 자율적인 추가각출이 허용된다면 한도는 얼마인가요?
3,[영수증] 영수증관련 문의 답변
1,V35 G7 갤러리에서 태그 기능을 어떻게 활용할 수 있나요.
1,휴대폰을 물에 빠뜨렸어요. (침수)
2,휴일에도 상품을 받을수 있나요?
1,해외 휴대폰을 국내에서 로밍 서비스로 사용할 수 있나요?
3,탑승 수속은 어떻게 하나요?
0,삼성생명 홈페이지 금융거래서비스에서는 어떤 서비스를 이용할 수 있습니까?
1,에어컨에서 물 흐르는 소리가 나요.
3,여행하는데 VISA가 꼭 필요한가요?
1,배수 호스가 빠졌어요. 찢어졌어요.
0,퇴직보험 가입 및 전환시 기업회계상 이점은 무엇입니까?
3,[비자] 제가 가는 목적지에 비자가 필요한가요?
1,에어컨 사용 시 디스플레이 표시창에 알파벳 표시가 나타나요. [기능표시: AI / HI / LO / SC / CO ]
0,배우자(or 가족) 통장으로도 보험료 즉시 인출 가능합니까?
0,삼성생명에서 가입한 삼성우량주장기주식Class-A 펀드를 삼성증권에서 환매신청할 수 있습니까?
3,예약완료 후 결제는 어디서 어떻게 하나요?
2,실시간 계좌이체가 무엇인가요?
3,호텔 멤버로 가입되어 있는데 마일리지 적립이 가능할까요?
1,실내기 LED 램프가 깜박 거려요.
3,[기타] 세금계산서 발행이 가능 한가요?
3,가이드 경비는 어떻게 지불하나요?
1,배관 테이프 / 단열재가 벗겨졌어요.
3,성지순레 여행지 중 비자를 필요로 하는 나라가 있나요?
3,[유럽]열차 좌석예약은 어떻게 하면 되나요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
3,장거리비행인경우  기내에서 간단히 취할수있는 건강법은 없을까요?
1,(난방) 실외기에 성에가 껴요.
0,개별 사업장에서 퇴직연금제도를 실시한다면 실시이전에 근무한 기간에 대해서는 어떻게 처리하나요?
0,퇴직연금제도로 전환하면 좋은 점은 무엇입니까?
0,만기시 연장을 하려면 어떻게 해야 됩니까?
1,에어컨에서 물 흐르는 소리가 나요.
3,예약 및 결제 취소 요청을 했으나 카드 취소 확인이 안됩니다. 왜 그런가요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
1,실내기 버튼이 눌러지지 않아요. CL 표시가 떠요.
3,패스에 포함된 나라들은 자유롭게 왔다갔다 하며 이용 가능한가요?
3,아동은 추가요금이 있나요?
3,예약인원이 10명이상일때 인터넷상에서 어떻게 예약을 하나요?
1,램프가 전체적으로 깜박 거려요. 가동 중 멈추면서 NO가 떠요.
3,[지중해&유럽] 지중해 및 유럽에도 기독교 성지가 있나요?
1,LG 프렌즈와 휴대폰은 어떻게 연결하나요?
3,무통장 입금계좌를 알고싶습니다.
1,투인원 벽걸이만 가동 중인데 실외기가 안돌아 가요.
0,보험료를 추가납입할 수 있다고 하는데 어떻게 납입합니까?
2,상품을 직접 방문하여 수령할 수는 없나요?
1,오레오 버전에서 앱 바로가기는 무엇인가요.
0,무릎의 십자인대 파열로 수술 후 의사의 권유에 따라 보조기를 구입했습니다. 실손보장이 가능한가요?
1,내장형 배터리와 방수기능 적용으로 발열에 안전한가요.
1,통화중녹음은 어떻게 사용하나요.
2,상품을 직접 방문하여 수령할 수는 없나요?
0,지문을 삭제하고 싶은데 어떻게 해야 하나요?
2,제작 상품은 언제쯤 받아볼 수 있나요?
1,최근 구입한 제품인데 약품 냄새가 나요.
1,에어컨의 배관 단열재가 벗겨졌어요.
2,배송이 지연되는 사유가 무엇인가요?
3,입장권/패스를 당장 받고 싶습니다. 구매 후 바로 수령이 가능할까요?
3,[일본] GREEN 과 ORDINARY 의 차이가 무엇인가요?
0,대출가능여부 확인을 위한 신용정보조회시 신용등급에 영향이 없나요?
2,배송이 지연되는 사유가 무엇인가요?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
3,해외호텔 예약을 하면 바로 결제를 해야 하나요?
3,호텔 체크인  체크아웃 시간은 언제인가요?
0,수익자 변경 관련 안내 입니다.
3,트윈에는 2인의 조식이 모두 포함인가요?
2,원페이(Onepay) 등록 및 결제창이 안 열려요
0,크롬 정책 변경에 따른 로그인 이용 안내
1,(듀얼)필터 청소는 어떻게 하나요.
0,펀드상품은 예금자보호 대상입니까?
3,예약대기인데 왜 결제가 안되는지요?
2,아이디를 여러개 만들 수 있나요?
1,실내기 버튼을 눌러도 표시창이 켜지지 않아요.
3,[예약] 대기자로 예약된 경우 좌석 확약 여부는 언제 알 수 있나요?
3,세금계산서나 현금영수증 발행이 되나요?
2,배송중인 상품의 위치는 어떻게 확인하나요?
0,가입한 보험의 보장내역조회는 어디서 하나요?
3,호텔 예약을 했는데 호텔에 숙박할 때 무엇이 필요한가요?
0,단체보험의 개별전환 신청에 관한 내용 입니다.
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
1,에어컨 날개가 닫히지 않아요. 열리지 않아요.
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
1,내장형 배터리와 방수기능 적용으로 발열에 안전한가요.
1,에어컨 바닥으로 물이 많이 새요.
1,V30의 새로운 절전 모드에 대해 알려 주세요.
3,유럽에서 쓰는 화폐(통화)는?
0,개인연금보험의 소득공제 가능여부를 알려주십시오.
2,배송중인 상품의 위치는 어떻게 확인하나요?
3,[유럽] 유로스타란? 유로스타 이용하는 방법 알려주세요!
1,토출구 날개가 열리거나 닫힐 때 소리가 나요.
0,변액보험 펀드변경은 왜 하나요?
0,지로영수증을 분실했을 경우 보험료 입금을 어떻게 해야 합니까?
1,필터의 교체시기/구입방법이 궁금해요.
3,장거리 비행을 하려고 하는데 기내에서 어떤 운동을 하는 것이 좋을까요?
3,마일리지가 있어 무료로 항공을 이용할 수 있는데 현지 관광에만 참여할 수 있나요?
2,발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?
2,상품을 직접 방문하여 수령할 수는 없나요?
1,(칸/ 위너)필터 청소는 어떻게 하나요.
1,Smart ThinQ 모듈 설치 및 Wifi 연결 방법을 알려주세요.(듀얼/챔피언/칸 & 위너 모델)
0,병원발급 구비서류는 사본은 불가합니까?
2,상품을 반품할 경우 반품택배비는 누가 부담하나요?
1,LG 360 캠은 어떻게 사용하나요?
0,개인연금보험  보장성보험의 소득공제 가능여부를 알려주세요.
2,취소한 상품이 배송되었습니다. 어떻게 하나요?
3,홈페이지에서 다른 사람 예약이 가능한가요?
1,에어컨의 토출구가 올라가지 않아요. 날개가 열리지 않아요.
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
2,상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
1,에어컨에서 기름이 떨어져요.
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
3,세 명이 여행할 경우 함께 방을 쓸 수 있나요? 아니면 방을 두개 써야 하나요?
0,개인연금펀드를 가입하고 있습니다. 연말소득공제 납입증명서를 어떻게 발급받을 수 있나요?
1,Bluetooth 기기를 여러 대 동시에 연결하고 싶어요.
1,LG 프렌즈 카메라로 촬영한 사진을 휴대폰에서 편리하게 확인 가능합니다.
1,휴대폰 변경 후 메시지 수신이 안돼요.
3,항공 요금 변동될 수 있나요?
2,휴일에도 상품을 받을수 있나요?
0,아기 이름을 등록하고 싶습니다.
3,장애인&학생 운임조건 증빙서류 어디로 제출하면 되나요?
3,투숙자 이름 변경이 가능할까요?
3,패스의 마감 시간은 몇시인가요?
1,난방이 됐다 안됐다 해요.
3,외국인으로 한글이름이 없어요?
3,영문 명 & 성별 수정 가능한가요?
0,변액보험에 가입해서 매월 보험료를 내고 있는데요  주식시장이 계속 안 좋아져서 걱정입니다.
2,배송이 지연되는 사유가 무엇인가요?
1,에어컨을 만지면 전기가 흘러요.
2,상품을 직접 방문하여 수령할 수는 없나요?
2,롯데닷컴 배송흐름은 어떻게 되나요?
1,스탠드 에어컨 시운전 방법
1,타USIM제한설정해제 입력 이라는 창이 뜨는 건가요
2,휴일에도 상품을 받을수 있나요?
0,퇴직연금 실시이전의 기간에 대한 적립금을 한꺼번에 전부 적립해야 하나요?
1,인버터 에어컨의 월간소비전력은 하루 몇 시간 동안 가동한 수치인가요.
2,발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.
3,[일본] 일본 영주권자 혹은 유학생도 JR 패스 발권되나요?
0,DB 부담금은 얼마고 어떻게 계산합니까?
3,항공사 마일리지로 좌석만 업그레이드 가능한가요?
1,[설치 후 처음 사용] 표시창에 NO가 떠요.
1,에어컨 여름 사용 전 점검 방법이 궁금해요
0,과거병력 미 고지후 2년 경과하였습니다. 보험혜택에 이상 없습니까?
1,휴대폰 터치가 잘 안됩니다.
3,[중동] 한국 음식을 가져가도 되나요?
3,미확정 요금으로 예약했는데 결제할 수 있나요?
1,스마트 닥터 실행이 안돼요.
