('운용관리계약과 자산관리계약은 각각 체결해야 합니까?', 'life')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('미확정 요금으로 예약했는데 결제할 수 있나요?', 'tour')
('예약할 때 성별과 생년월일을 잘못 입력했는데 비행기 탑승을 못하나요?', 'tour')
('변액보험 펀드수익률은 어디에서 확인 할 수 있나요?', 'life')
('휴대폰을 물에 빠뜨렸어요. (침수)', 'svc')
('여행가방은 어떻게 꾸려야 합니까?', 'tour')
('(냉방)실내기에 성에가 껴요.', 'svc')
('항공권 스케줄 변경이 가능 한가요?', 'tour')
('생명보험사가 도산한다면  퇴직연금 적립금은 보장되나요?', 'life')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('트윈룸과 더블룸의 차이가 뭔가요 ?', 'tour')
('호텔에서 바우처를 보여주고 체크인하는데 카드 결제를 하라고 합니다.', 'tour')
('[일반] 퀵페이 실행 동작 후 퀵페이 창이 늦게 떠요.', 'svc')
('보험증권(보험가입증서) 재발행 신청 방법 입니다.', 'life')
('렌터카 투어마일리지 적립및 결제가 가능한가요?', 'tour')
('실외기가 물에 잠겼는데 사용이 가능한가요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('배송 받은 상품이 주문한 상품과 다를 경우에는 어떻게 해야 하나요?', 'shp')
('G6 자동 통화 녹음 기능은 어떻게 사용하나요.', 'svc')
('배수 호스가 찢어졌어요.', 'svc')
('재해란 무엇입니까?', 'life')
('메일로 임시비밀번호를 받았는데 틀리다고 합니다.', 'life')
('장애인&학생&호텔 바우처 운임조건 증빙서류가 무엇인가요?', 'tour')
('에어컨에 토출구에서 흰 연기가 나와요. 이슬이 맺혀요.', 'svc')
('V35의 Google Lens 기능을 알려주세요.', 'svc')
('항공권 결제는 어떻게 하나요?', 'tour')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('휴일에도 상품을 받을수 있나요?', 'shp')
('휴일에도 상품을 받을수 있나요?', 'shp')
('가스냄새가 나요.', 'svc')
('불완전판매란 무엇입니까?', 'life')
('난방이 안되고 예열이 오래 걸려요.', 'svc')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('고지의무를 위반하면 어떻게 되나요?', 'life')
('홈페이지 웹회원 비밀번호(인증번호)를 받았는데 틀리다고 합니다.', 'life')
('오늘 청구하면 언제 지급됩니까?', 'life')
('홈페이지를 통한 신용대출 신청시 유의사항', 'life')
('에어컨 내부청소는 어떻게 하나요.(열교환기가 상부에 있는 모델)', 'svc')
('보험료 합산 자동이체 안내 입니다.', 'life')
('windows7의 window live mail을 이용하는데 첨부파일이 열리지 않습니다.(기존에 window XP 에서 outlook express를 사용)', 'life')
('회원정보와 관련된 피해를 입었을 경우엔 어떻게 하나요?', 'shp')
('생명보험사가 도산한다면  퇴직연금 적립금은 보장되나요?', 'life')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('함께 여행했던 인솔자 또는 현지 가이드의 연락처나 주소를 알고 싶습니다.', 'tour')
('여권의 영문과 항공권의 영문이 틀립니다 어떻게 하지요?', 'tour')
('재해란 무엇입니까?', 'life')
('공항세도 항공요금에 포함되나요?', 'tour')
('입장권/패스 성인 요금만 보입니다.', 'tour')
('화면밝기 조절했는데도 화면이 어두워요.', 'svc')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('모든 기업이 퇴직연금제도를 도입해야 합니까?', 'life')
('인터넷으로 펀드 거래가 가능한가요?', 'life')
('F720S/K/L  리더 모드(Reader mode) ?', 'svc')
('변액보험의 경우 예금자보호법의 보호를 받을 수 있나요?', 'life')
('에어컨에서 [Od]라는 표시가 나오며 냉방이 안돼요.', 'svc')
('[예약취소 및 환불요청] 출발후 예약취소 및 환불요청 문의 답변', 'tour')
('퇴직보험자산은 특별계정으로 운용하여 기존의 일반보험자산...', 'life')
('휴일에도 상품을 받을수 있나요?', 'shp')
('외국인입니다. 금번 여권기간 만료로 외국인등록번호가 변경되었습니다. 그 후에 MY삼성생명 접속이 되지 않습니다.', 'life')
('실내기가 흔들리는데 어떻게 고정하나요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('휴일에도 상품을 받을수 있나요?', 'shp')
('해외호텔 취소나 변경을 하고 싶은데 어떻게 하면 되나요?', 'tour')
('우수고객의 등급은 어떤 경우 (상향/하향) 조정 되나요?', 'shp')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('동일한 패키지 일정의 상품의 가격이 날짜에 따라 차이가 나는 이유는 무엇인가요?', 'tour')
('결제 전인데 예약변경은 어떻게 하나요?', 'tour')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('항공사 예약번호 확인해주세요?', 'tour')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('제세공과금은 언제 지급됩니까?', 'life')
('결제를 호텔에서 해도 되나요?', 'tour')
('주문한 상품의 배송현황이나 택배사 정보는 어떻게 확인할 수 있나요?', 'shp')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('휴대폰에서도 LG 360 VR 콘텐츠를 볼 수 있나요?', 'svc')
('에어컨에서 쉭쉭쉭 냉매 소음이 발생해요.(아파트 매립배관)', 'svc')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('최근 구입한 제품인데 약품 냄새가 나요.', 'svc')
('메시지 문자크기 조절을 어떻게 하나요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('램프가 전체적으로 깜박 거려요. 가동 중 멈추면서 NO가 떠요.', 'svc')
('한의원.한방병원.양한방협진병원의 한의사가 치료목적으로 비급여 첩약을 처방받았습니다. 실손보장이 가능한가요?', 'life')
('중도인출에 대해 알려주세요.', 'life')
('스탑오버 또는 중간경유지 체류 가능한가요?', 'tour')
('로그인 비밀번호와 거래 비밀번호는 어떻게 다릅니까?', 'life')
('납입주기 변경에 대한 안내 입니다.', 'life')
('무배당 보험상품이란 무엇입니까?', 'life')
('(난방) 실외기에 성에가 껴요.', 'svc')
('메세지 스팸 설정은 어떻게 하나요?', 'svc')
('종퇴보험에서 가입비율 100%로 적립하고 있는데 퇴직보험...', 'life')
('[G6] 휴대폰을 다시 시작(리셋)하는 방법이 궁금해요.', 'svc')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('보험계약을 철회하고 싶습니다.(청약철회)', 'life')
('스마트폰 2대에서 공인인증서로 모바일창구를 이용 중입니다. 지문인증도 2대 모두 이용할 수 있나요?', 'life')
('수익자 변경 관련 안내 입니다.', 'life')
('해외 체류자 보험가입 절차 입니다.', 'life')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('예정보다 빨리 돌아오게 됐는데 남은 기간의 호텔료 환불이 가능한가요?', 'tour')
('휴대폰을 물에 빠뜨렸어요. (침수)', 'svc')
('반품 시 택배사 이용 방법에 대해 자세히 알고 싶어요.', 'shp')
('일부 기능만 버튼을 눌러도 동작하지 않아요.', 'svc')
('펀드상품은 예금자보호 대상입니까?', 'life')
('결제수단/결제카드/할부 변경이 가능한가요?', 'tour')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('개인연금보험  보장성보험의 소득공제 가능여부를 알려주세요.', 'life')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('금융정보보호 신청건인데 자동이체 신청은 어떻게 합니까?', 'life')
('호텔 룸 구조에 대해 궁금합니다. 더블 이라고 되어 있는데 이게 무엇인가요?', 'tour')
('주문하지 않은 물건이 발송되었다고 문자메시지가 옵니다. 어떻게 해야 하나요?', 'shp')
('퇴직연금제도는 왜 도입합니까?', 'life')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('겨울철 이후 처음 사용한다면 자가 점검을 해보셨나요?', 'svc')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('이혼후 배우자도 그대로 보장가능합니까?', 'life')
('예약확정서나 바우처는 어디서 받을 수 있나요?', 'tour')
('LG 페이 카드 결제 비밀번호는 안전한가요.', 'svc')
('에어컨 실내기 배수호스로 물이 빠지나요?', 'svc')
('가입 당시에는 무진단이었는데  부활(효력회복)시 진단을 받아야 하는 이유는 무엇입니까?', 'life')
('[폭염] 갑자기 냉기가 약해졌어요. 냉기가 안 나와요', 'svc')
('추가요금은 어떻게 되나요?', 'tour')
('배수펌프가 설치되어 있나요?', 'svc')
('리모컨이 안돼요.', 'svc')
('보험약관은 어디서 볼 수 있나요?', 'life')
('카드사에 확인해보니 중복 승인 되어있습니다  어떻게 하나요?', 'tour')
('태아 교육보험의 경우 돌 축하금은 언제 수령할 수 있나요?', 'life')
('예약을 취소하려고 합니다.', 'tour')
('적립식 펀드의 자동이체 지정일에 잔액이 없는 경우는 어떻게 되나요?', 'life')
('보험금신청하면 언제 지급됩니까?', 'life')
('냉방은 되는데 배수 호스에서 물이 나오지 않아요.', 'svc')
('교환하려는 상품은 어디로 보내면 되나요?', 'shp')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('미적립된 부분은 어떻게 근로자에게 지급되나요?', 'life')
('[중동] 한국의 전자제품을 가져가 사용할 수 있나요?', 'tour')
('모든 사업장에서 강제로 퇴직연금제도를 실시해야 하나요?', 'life')
('모든 전화 수신이 안되나요.', 'svc')
('상품이 회수된 경우 꼭 운송장(송장번호)을 보관하고 있어야 하나요?', 'shp')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('V35.G7의 상황 인지 기능은 무엇인가요.', 'svc')
('신용카드 결제후. 다른카드로 변경할수 있나요?', 'tour')
('토출구 날개가 열리거나 닫힐 때 소리가 나요.', 'svc')
('애완동물 동반시 필요한 서류가 있나요?', 'tour')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('[예약취소 및 환불요청] 예약한 항공권을 변경하거나 취소할 수 있나요?', 'tour')
('보험금 자동송금 서비스란?', 'life')
('투인원 벽걸이만 냉기가 나오지 않아요.', 'svc')
('입실 절차는 어떻게 되나요?', 'tour')
('(듀얼)필터 청소는 어떻게 하나요.', 'svc')
('한번에 최대 몇 명까지 예약할 수 있나요?', 'tour')
('예약완료 후 결제는 어디서 어떻게 하나요?', 'tour')
('여행하는데 VISA가 꼭 필요한가요?', 'tour')
('메시지로 연락처를 상대방과 주고 받으려면 어떻게 하나요?', 'svc')
('원페이(Onepay) 등록 및 결제창이 안 열려요', 'shp')
('과거병력 미 고지후 2년 경과하였습니다. 보험혜택에 이상 없습니까?', 'life')
('개별 여행자 보험 가입 가능한가요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('대출가능여부 확인을 위한 신용정보조회시 신용등급에 영향이 없나요?', 'life')
('좌석배정 미리 할수 있나요?', 'tour')
('수익자 변경 관련 안내 입니다.', 'life')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('변액보험의 계약자적립금은 어떻게 계산되나요?', 'life')
('휴일에도 상품을 받을수 있나요?', 'shp')
('[G5] 기본 제공하는 젠더에 OTG 연결하면 인식이 안돼요.', 'svc')
('네트워크 신호가 약할 때에는 어떻게 조치할 수 있나요.', 'svc')
('휴대폰을 LG 프렌즈 카메라와 연결하여 동시에 촬영할 수 있나요?', 'svc')
('상품변경과 배분비율 변경은 어떤 차이점이 있습니까?', 'life')
('변액보험 펀드변경을 할려고 합니다 어떤 펀드로 변경해야 하나요?', 'life')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('본인의 지문만 이용할 수 있나요?', 'life')
('V35  G7 카메라 촬영(셔터) 속도가 느려요.', 'svc')
('마일리지가 있어 무료로 항공을 이용할 수 있는데 현지 관광에만 참여할 수 있나요?', 'tour')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('휴대폰이 꺼진 채로 충전하면 자동으로 전원이 켜져요.', 'svc')
('휴일에도 상품을 받을수 있나요?', 'shp')
('표시창에 바람개비 표시가 떠요. 실외기 표시가 떠요.', 'svc')
('상하/ 좌우 풍향 조절이 안돼요.', 'svc')
('무통장입금을 선택하여 주문했습니다. 언제까지 입금해야 하나요?', 'shp')
('허츠(Hertz) Gold Plus Rewards 회원서비스 가입방법', 'tour')
('금융거래회원으로 가입 시 공인인증서가 꼭 필요합니까?', 'life')
('해제코드(PUK)를 분실한 경우 조치방법이 궁금하신가요?', 'svc')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('예약 건에 탑승자 추가 예약 가능한가요?', 'tour')
('G5 Wi-Fi Sharing.', 'svc')
('해외여행시 국내에서 사용하는 전기제품을 가지고 가서 사용할 수 있나요?', 'tour')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('에어컨에서 냄새가 나는데 어떻게 청소하나요.', 'svc')
('LG 페이 앱을 설치하고 싶어요.', 'svc')
('에어컨 공기청정기 냄새 및 먼지 센서 동작이 안되는 것 같아요.', 'svc')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('엘지제품에도 오존이 발생하나요.', 'svc')
('퇴직 후에도 근로자가 IRA에 추가로 부담금을 낼 수 있습니까?', 'life')
('중복(이중) 예약건은 취소 해야 하나요?', 'tour')
('전원이 꺼졌다 켜졌다 해요.', 'svc')
('보안메일 최초 열람시에 경고창이 뜹니다.(보안메일 컨트롤이 차단되었을 경우)', 'life')
('(난방) 실외기에 성에가 껴요.', 'svc')
('혼자서 패키지 여행에 참여하고 싶은데요. 이럴 경우 추가비용이 있나요?', 'tour')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('반품이 가능한 경우와 가능하지 않은 경우에 대해 자세히 알고 싶습니다.', 'shp')
('(난방) 실외기에 성에가 껴요.', 'svc')
('기존 타사 안드로이드 휴대폰에서 데이터 이동은 어떻게 하나요?', 'svc')
('정확한 비행시간이 궁금합니다.', 'tour')
('기상 악화로 인해 항공편 결항이 발생한 경우 자동 환불이 되나요?', 'tour')
('카드 승인은 되었는데 발권이 실패되었습니다  어떻게 하나요?', 'tour')
('에어컨 바람소리가 평소보다 커졌어요.', 'svc')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('한 달 이자가 얼마입니까?', 'life')
('[수화물/동승자][기타] 어린이 혼자 비행기 탑승이 가능한가요?', 'tour')
('교보다이렉트로 보험에 가입하면 어떤 점이 좋아요?', 'life')
('퇴직보험도 가입비율 조정에 의해 100%지급이 가능합니까?', 'life')
('카메라앨범잠금 설정및 해제방법이 궁금합니다.', 'svc')
('본인인증 시 이미 인증된 아이디가 존재한다고 나옵니다. 어떻게 해야 하나요?', 'shp')
('홈페이지를 통한 대출계약 변경신청 이란 ?', 'life')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('항공권 결제는 어떻게 하나요?', 'tour')
('(폭염)갑자기 냉기가 안나와요.', 'svc')
('해외여행이 건강에 무리가 될까 걱정이 됩니다.', 'tour')
('오레오 버전에서 앱 바로가기는 무엇인가요.', 'svc')
('언제까지 취소 시 수수료가 없나요?', 'tour')
('단수여권 소지 고객님은 중국 심천 입국시 주의해주세요!', 'tour')
('탑승자가 변경되어 이름을 변경하고 싶은데 어떻게 해야하나요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('항공권 예약 후 취소하면 취소 수수료가 발생하나요?', 'tour')
('가입하려는 펀드의 운용현황을 알고 싶은데 조회할 수 있습니까?', 'life')
('발송완료 상태인데 아직 상품을 받지 못했어요!', 'shp')
('Audio Zoom 2.0 기능의 사용 방법은 어떻게 되나요?', 'svc')
('회원탈퇴 시 남은 I-포인트/S-Money/할인쿠폰/하트 등은 어떻게 되나요?', 'shp')
('필터 청소는 어떻게 하나요', 'svc')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('제품 배터리 소모를 최소화할 수 있는 방법', 'svc')
('V35 G7 Q링크 기능은 무엇인가요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('DC가입자 입니다. 보안카드를 발급받은 적이 없는데 보안카드 번호를 입력하라고 합니다.', 'life')
('당사에 등록된 계좌가 없다고 하는데 어떻게 해야 합니까?', 'life')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('실종자의 보험금 청구는 어떻게 되는지요? (실종선고 절차)', 'life')
('트윈베드로 신청했는데 잘 신청되어 있나요?', 'tour')
('예약번호를 받았고 객실을 더 추가하고 싶은데 어떻게 하면 될까요?', 'tour')
('대기예약된 경우 결제는 가능한가요? 또한 확정은 언제 되나요?', 'tour')
('드래곤승천주식형을 가입한 고객입니다. 당일 현금출금이 가능합니까?', 'life')
('인빌라 다이닝(In Villa Dining)', 'tour')
('표시창에 ES가 나타나요.', 'svc')
('개별 사업장에서 퇴직연금제도를 실시한다면 실시이전에 근무한 기간에 대해서는 어떻게 처리하나요?', 'life')
('얼마 전 해지(해약)을 했습니다. 과거 거래이력을 보고 싶은데 접속이 안됩니다.', 'life')
('G7의 스마트 게시판은 무엇인가요.', 'svc')
('PDF 내용 보기시에 오류가 발생하면 어떻게 조치하나요?', 'life')
('해외 휴대폰을 국내에서 로밍 서비스로 사용할 수 있나요?', 'svc')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('객실을 2실 예약했는데 예약번호는 1개를 받았습니다 맞는건가요?', 'tour')
('한 회사에서 근로자가 DB제도와 DC제도 중 선택할 수는 없습니까?', 'life')
('퇴직했을 경우 개인퇴직계좌(IRA)에 무조건 가입해야 합니까?', 'life')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('중도보험금을 자동이체통장으로 수령할 수 있는지요?', 'life')
('해외에서 카드사용시 환율은?', 'tour')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('부재 중일 경우가 많습니다. 상품을 제 때 받으려면 어떻게 해야 하나요?', 'shp')
('국내숙박은 하나투어 마일리지 적립포인트가 상품금액에 얼마 적립 인가요?', 'tour')
('[난방] 가동 중 멈추고 예열 또는 제상 표시가 나타나요.', 'svc')
('인터넷에서 펀드 신규가입 및 매수/환매등 이용시간은 어떻게 되나요?', 'life')
('회원가입 시 본인인증을 하면 이름이 틀리다고 나옵니다.(또는 자료가 없다고 나옵니다.)', 'life')
('앱을 설치한 후 앱이 멈추는 증상이 발생해요.', 'svc')
('이름변경이 가능한가요?', 'tour')
('1H 표시가 나타나요.(2H  3H  4H  5H  6H  7H)', 'svc')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('에어컨에 코드가 없어요. 코드가 잘렸어요.', 'svc')
('자동이체 신청 변경 해지(해약)절차를 알려 주십시오.', 'life')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('에어컨에 코드가 없어요. 코드가 잘렸어요.', 'svc')
('상품을 반품할 경우 반품택배비는 누가 부담하나요?', 'shp')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('보안카드(또는 OTP카드)를 발급 받았는데요  변액보험 펀드변경은 어떻게 하나요?', 'life')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('사고 보험금 방문지급 서비스 제도 입니다.', 'life')
('LG 캠 플러스 충전은 어떻게 하나요?', 'svc')
('9석 이상 예약하려면 어떻게 해야 하나요?', 'tour')
('신탁상품은 중도(해지)가 가능합니까?', 'life')
('내장형 배터리와 방수기능 적용으로 발열에 안전한가요.', 'svc')
('여행중 환자가 발생했을때 어떻게 하나요?', 'tour')
('과거에 장기연체등록이 된적이 있는데  대출이 가능할까요?', 'life')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('삼성생명에 계약사항이 없는데 SMS가 발송되었는데요?', 'life')
('확정급여형(DB)과 확정기여형(DC) 제도의 차이점은 무엇인가요?', 'life')
('난방이 약해요. 난방이 됐다 안됐다 해요.', 'svc')
('휴대폰에 연결된 다른 기기를 휴대폰으로 충전할 수 있나요?', 'svc')
('퇴직연금의 경우 근로자에 대한 교육이 중요하다는 데 교육은 누가 어떻게 시키나요?', 'life')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('프로그램을 설치하기 위한 파일 복사가 실패했습니다. 설치가 취소되었습니다. 라는 문구가 뜨면서 보안프로그램이 설치되지 않습니다.', 'life')
('교통사고로 자동차보험 처리를 받은 의료비는 실손보장이 가능한가요?', 'life')
('휴일에도 상품을 받을수 있나요?', 'shp')
('탑승수속을 하기 위하여 언제까지 공항에 가야 하나요?', 'tour')
('주문자나 입금자 이름으로 된 은행 계좌가 없을 경우에는 어떻게 환불 받나요?', 'shp')
('보증인을 세우고 신용대출을 받았는데  이 경우 만기연장은 어떻게 신청하나요?', 'life')
('확정급여형 퇴직연금에 있어서 사용자가 매년 적립해야 할 의무금액은 얼마인가요?', 'life')
('G7 상태표시줄에 표시된 알림 아이콘을 숨기고 싶어요.', 'svc')
('펀드란 무엇입니까?', 'life')
('LG 360 VR을 사용해서 유투브 VR 컨텐츠 재생이 안돼요.', 'svc')
('신탁상품을 가입했을 경우 내야하는 수수료는 어떻게 됩니까?', 'life')
('지급청구를 하면 언제쯤 지급됩니까?', 'life')
('마이크 3개가 기존 2개에 비해 무엇이 다른지요 ?', 'svc')
('병원발급 구비서류는 사본은 불가합니까?', 'life')
('객실 요금은 인당 요금인가요? 그리고 요금에 세금 봉사료가 포함인가요?', 'tour')
('해피머니 상품권은 어떻게 사용하는 건가요?', 'shp')
('하나투어항공 모바일 앱에서 항공권 구매하면 추가 마일리지 받을 수 있나요?', 'tour')
('기프트팩 앱(기본 앱) 설치는 어떻게 하나요.', 'svc')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('계약자 배당금 지급 안내 입니다.', 'life')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('「나의 계약」를 이용하려면 어떻게 해야 하는지요?', 'life')
('판매자가 상품 상태 확인 후 반품/교환 가능 여부를 알려주겠다고 하는데 왜 그런가요?', 'shp')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('비가 오면 에어컨에서 물이 새요.', 'svc')
('실내기 버튼을 눌러도 표시창이 켜지지 않아요.', 'svc')
('[여권/마일리지/체류지 정보] 여권/마일리지/체류지 일반적인 답변', 'tour')
('통화중녹음은 어떻게 사용하나요.', 'svc')
('팁은 어떻게 주어야 하나요?', 'tour')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('아동요금과 유아요금은 어떤 기준으로 적용 되나요?', 'tour')
('귀국일변경 가능한가요?', 'tour')
('스마트 게시판은 무엇인가요.', 'svc')
('퇴직보험에 가입시 회계처리는 어떻게 됩니까?', 'life')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('[귀국일변경] 귀국일변경 관련 문의 답변', 'tour')
('V35 V30.G7 G6 연속 사진을 촬영한 후 GIF로 사진을 저장하고 싶어요.', 'svc')
('360 CAM 휴대폰과 연결하여 사용하기', 'svc')
('[증빙조건] 호텔바우쳐첨부 요금은 무엇인가요?', 'tour')
('[중동] 중동지역은 위험하지 않나요?', 'tour')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('손전등 기능은 어떻게 사용하나요?', 'svc')
('다른 LG 휴대폰에 사진  음악  동영상을 전송하고 싶어요.', 'svc')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('결제시한 확인해주세요?', 'tour')
('탑승자가 외국인일 경우 이름을 어떻게 입력해야 하나요?', 'tour')
('퇴직급여를 연금으로만 받아야 합니까? 일시금으로 받을 수는 없습니까?', 'life')
('USB 케이블 연결 및 충전 중에 LG 캠 플러스는 동작을 하나요?', 'svc')
('신설법인등 종업원 근속년수가 1년미만이라 퇴직금발생분이...', 'life')
('제도도입 후에 DC 부담금 또는 DB 퇴직급여 수준을 변경할 수 있습니까?', 'life')
('[G5] 통화 또는 데이터 서비스가 잘 안되면 어떻게 하나요.', 'svc')
('여권번호를 모르는데 오늘 결제마감시한이예요.어떻게 하죠?', 'tour')
('해외호텔 할인쿠폰 어디서 받을 수 있나요?', 'tour')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('전화를 통해 보험 가입을 신청하고 계약이 되는 시점은?', 'life')
('정상이자와 상환이자는 어떻게 다릅니까?', 'life')
('일괄청구 파일 업로드시 오류 관련', 'life')
('항공권을 양도 할 수 있나요?', 'tour')
('보험료의 납입을 일시적으로 중단할 수 있는지요?', 'life')
('배관 테이프 / 단열재가 벗겨졌어요.', 'svc')
('휴대폰과 자동차의 Bluetooth 연결이 안돼요.', 'svc')
('IRA 개인형에 가입하면 55세 이전에 계약해지(해약)도 가능합니까?', 'life')
('버튼을 눌러도 동작하지 않아요.(공기청정 좌우바람 먼지상태 습도 등)', 'svc')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('근로자 추가부담금 납부한도는 무엇입니까?', 'life')
('레이트 체크아웃(Late Check Out)', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('에어컨 부품을 택배로 받아볼 수 있나요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('TW(티웨이 항공) 항공권 변경/취소 수수료 변경에 대해 알고 싶어요.', 'tour')
('[요금규정][기타] TAX 요금이 달라지는 이유는 무엇인가요?', 'tour')
('[미결제 표기] 발권까지 완료되었다고 하는데 미결제라고 보입니다.', 'tour')
('알아두면 열 배는 편리한 리조트 용어 ABC', 'tour')
('표시창에 NO가 뜨면서 작동이 안 돼요. 전원이 꺼져요.', 'svc')
('삼성생명에서 가입한 삼성우량주장기주식Class-A 펀드를 삼성증권에서 환매신청할 수 있습니까?', 'life')
('[비자] 제가 가는 목적지에 비자가 필요한가요?', 'tour')
('퇴직연금제도 도입 후  다른 종류의 제도로 변경할 수 있나요?', 'life')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('보험료 자동대출 제도란 무엇인가요?', 'life')
('트윈으로 꼭 투숙해야 합니다. 사전에 미리 확정 받고 갈 수 있나요?', 'tour')
('Google 계정이나 백업 PIN으로 화면 잠금을 해제할 수 있나요.', 'svc')
('V35. G7의 HDR10 형식으로 저장 기능은 무엇인가요.', 'svc')
('휴대폰에서 SD 카드 안전하게 꺼내고 싶어요.', 'svc')
('휴일에도 상품을 받을수 있나요?', 'shp')
('렌터카 예약취소 및 변경은 어떻게 하나요?', 'tour')
('숲속향 /  아로마향 교체 방법을 알려주세요.', 'svc')
('신탁상품을 가입했을 경우 부담해야 하는 수수료는 어떻게 됩니까?', 'life')
('비회원으로 항공 예약해도 호텔 할인쿠폰 주나요?', 'tour')
('휴대폰 최적화 방법 및 관리방법을 알고 계신가요', 'svc')
('경유지 및 목적지 비자확인', 'tour')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
